,0,1,2,3,4,5,6,7,8,9
0,-0.47114396,-0.28767723,0.8594151,0.9976645,0.3898506,-0.26470742,0.96414435,-0.22239795,-0.86912966,-0.898718
1,-0.52130055,0.23242939,0.49687552,0.5733298,0.0862256,0.32730606,0.8095988,0.0017960817,-0.7977285,-0.6271073
2,-0.93302286,-0.8544847,0.5655613,0.7338101,0.62161034,-0.13942967,0.7587997,-0.43826175,-0.7984312,-0.7945396
3,-0.8152505,-0.013811722,0.6668511,0.5001242,0.1560241,0.042711593,0.8465715,-0.052787915,-0.99316275,-0.96972924
4,-0.0935384,-0.7626694,0.9185036,0.68131024,0.28000793,-0.630201,0.50940895,0.107054144,-0.66837114,-0.86120355
5,-0.4412328,-0.4117713,0.7045628,0.2624033,0.38492116,-0.055354387,0.80936235,-0.18713133,-0.8856712,-0.81452984
6,-0.3981994,0.30368835,0.86111087,0.7525989,0.3113454,-0.11751114,0.8572196,-0.09229336,-0.7378775,-0.68633586
7,-0.42911455,-0.76922035,0.96797657,0.5474214,0.71946484,-0.08425897,0.44142264,0.08797985,-0.97504103,-0.9138464
8,-0.0928697,-0.23994729,0.7968264,0.47806022,0.2546426,-0.28057837,0.92896813,0.14067543,-0.84086835,-0.799073
9,-0.41186142,0.050374493,0.46045214,0.8195031,0.6169643,-0.19467093,0.9882134,0.25049913,-0.9652584,-0.55619633
10,-0.48561403,-0.24982145,0.81969804,0.55541134,0.5417428,-0.26105386,0.82861185,0.09237989,-0.8943167,-0.9745818
11,-0.6858227,-0.505528,0.48895955,0.7977104,0.57831335,0.3079561,0.80701363,-0.4193835,-0.8422842,-0.752241
12,-0.29080126,-0.074046925,0.813996,0.32530645,0.34142286,0.06736497,0.8714433,0.44102734,-0.89968365,-0.9279286
13,-0.24850705,-0.028612219,0.9870726,0.7934811,0.27566856,-0.13643071,0.89079213,0.03775385,-0.4804495,-0.8408523
14,-0.6935034,-0.14807545,0.41931534,0.5156848,0.33842903,0.5326705,0.90452087,0.008447111,-0.97702026,-0.6895194
15,-0.62658024,0.12861574,0.73849666,0.8828174,0.9947628,0.6025656,0.8772892,-0.10790825,-0.63260484,-0.8656746
16,-0.6425001,0.09900722,0.6811502,0.586051,0.9248495,-0.27883193,0.79204184,-0.111730814,-0.9227976,-0.89950955
17,-0.8681035,-0.21326256,0.46705014,0.18661797,-0.027674466,-0.07817795,0.59762526,-0.35620555,-0.809305,-0.88953286
18,-0.73314357,-0.33426374,0.7416658,0.31271443,0.70807016,-0.09374711,0.84408176,0.02397734,-0.9449404,-0.71329397
19,-0.89289004,-0.4610852,0.8309692,0.7284531,0.7184695,-0.47045738,0.6532208,0.469774,-0.7344247,-0.9649259
20,-0.6776823,-0.06191808,0.56442434,0.66683364,0.16936764,0.114904,0.8993977,-0.36810333,-0.44271895,-0.71876353
21,-0.5685432,0.6759376,0.75568515,0.5479994,0.33235812,0.08004676,0.793949,-0.12403023,-0.9985251,-0.9968862
22,-0.5180252,-0.2757617,0.4492965,0.7787766,0.5057091,0.008171126,0.8316634,-0.057805493,-0.87949264,-0.8011475
23,-0.58423054,-0.20097128,0.9457974,0.79890823,0.20023343,0.17963494,0.7840739,-0.28747222,-0.81661546,-0.6897812
24,-0.48307294,-0.28027743,0.9379241,0.86016613,0.5291936,0.1904686,0.9351399,-0.6023997,-0.9483944,-0.7753563
25,-0.86110556,-0.13561249,0.9864135,0.8501129,0.15796418,0.3700875,0.7822296,0.35197604,-0.4117992,-0.64676
26,-0.4549709,-0.7603386,0.25806057,0.872925,-0.031803966,-0.17699444,0.9031855,-0.14064103,-0.5586375,-0.48940605
27,-0.38211372,-0.57610726,0.88155234,0.8532288,0.23074394,0.03518948,0.94326943,0.014921799,-0.68466085,-0.67151034
28,-0.31974363,0.39802718,0.9128158,0.58148575,0.36076307,0.3888166,0.93302286,-0.2968972,-0.62425673,-0.7894517
29,-0.37893447,-0.7134436,0.82188153,0.77438474,0.1256792,-0.113150075,0.58828425,-0.18792386,-0.98342264,-0.92340577
30,-0.9337105,-0.37201867,0.3996376,0.815081,0.2978102,0.3669304,0.87210166,-0.20017308,-0.59989417,-0.67745006
31,-0.78114307,-0.3194456,0.82418144,0.16799098,0.4299497,-0.09977648,0.8530315,-0.11715993,-0.71233594,-0.6455125
32,-0.46675962,0.2709108,0.58826935,0.27819058,0.45736206,-0.19414014,0.9096004,-0.0068425536,-0.9293586,-0.4660455
33,-0.65261,-0.17819558,0.8005223,0.35808825,0.37382752,-0.0464492,0.67046493,-0.10761182,-0.5443054,-0.54972166
34,-0.4620542,-0.3970589,0.8729106,0.78578657,0.4557599,0.2504316,0.7327315,0.07202101,-0.96601754,-0.63143975
35,-0.62521064,-0.67069715,0.43082994,0.7537405,0.14316563,-0.42466766,0.7782844,0.069247335,-0.5449183,-0.86454636
36,-0.62408197,0.317266,0.64268124,0.64265496,0.64150155,-0.34845024,0.85790354,-0.26770517,-0.75182277,-0.9776971
37,-0.6394053,-0.39155477,0.6926088,0.70148563,0.56124127,-0.3034528,0.6610428,-0.108896025,-0.8610647,-0.9187515
38,-0.55061996,-0.55634034,0.9491677,0.20070046,0.29347235,0.30605075,0.9789506,0.116426185,-0.81468904,-0.52610993
39,-0.27937073,-0.05559954,0.69218606,0.41953754,0.389279,0.28812456,0.8036213,-0.4575099,-0.9775534,-0.3781484
40,-0.43755242,-0.60925424,0.5485773,0.6890249,0.34572536,-0.17975315,0.9909053,0.03017366,-0.6525643,-0.9542405
41,-0.086609624,0.21396379,0.58525354,0.44293892,0.28085726,0.021538347,0.95191425,-0.18467116,-0.49200326,-0.7208756
42,-0.7351343,0.24229807,0.8839968,0.34404314,0.42238125,-0.0045073926,0.7031386,-0.5142527,-0.6321082,-0.8600044
43,-0.19586524,-0.42034817,0.9161803,0.62316763,-0.08722938,0.04748538,0.9874255,-0.20923445,-0.95926356,-0.70302486
44,-0.74609375,-0.67130786,0.52772796,0.65884286,0.8511617,-0.01860851,0.8757682,-0.038071632,-0.9532984,-0.86938566
45,-0.25791615,0.2497775,0.46458113,0.9855858,0.31654173,0.054902196,0.7670231,0.026139557,-0.5946027,-0.77177143
46,0.14365679,-0.18340105,0.59856766,0.7264665,0.65094304,-0.20293862,0.87550145,-0.10017657,-0.71619576,-0.9669441
47,-0.4450631,0.07881926,0.34543377,0.7203124,0.70407224,-0.27893457,0.5844701,-0.08564386,-0.5972955,-0.89418584
48,-0.47346002,-0.29741284,0.48787847,0.27123812,0.78174335,-0.25253993,0.54721636,-0.117699414,-0.90904623,-0.9215065
49,-0.39148882,-0.07829098,0.23458588,0.914054,0.82786834,-0.1917876,0.6687468,0.13644984,-0.77711207,-0.7314447
50,-0.41438273,-0.9100751,0.62945974,0.4157261,0.4469017,-0.43448478,0.8461719,0.12373489,-0.6174685,-0.48675707
51,-0.37071633,-0.11499888,0.8306931,0.51696146,0.2587871,-0.176102,0.99407005,0.23063079,-0.9755056,-0.7465646
52,-0.16869092,-0.4539591,0.7786703,0.7606203,0.4390692,0.114537895,0.9443176,-0.19335613,-0.74690664,-0.8252405
